employee_id,fullname,nip,years_of_service_months,company_name,area_name,position_name,department_name,division_name,directorate_name,grade_name,education_name,major_name,is_high
EMP101152,Dewi Nabila Hasibuan,615852,74,PT Aurora Beauty Indonesia,Distribution,Brand Executive,Marketing,Product Dev,Commercial,IV,D3,Business,0.0
EMP101153,Ayunda Siregar,555882,112,PT Aurora Beauty Indonesia,HQ,Data Analyst,HR,Digital Marketing,HR & Corp Affairs,III,SMA,Psychology,0.0
EMP101154,Gita Aji Simanjuntak,375738,78,PT Lumo Cosmetics Asia,HQ,Supply Planner,R&D,Operations,HR & Corp Affairs,III,SMA,Business,1.0
EMP101155,Rizki Baskara Permadi,292332,128,PT Mandala Distribution Center,Plant,Data Analyst,Marketing,Operations,HR & Corp Affairs,III,S1,Statistics,
EMP101156,Adi Halim,465053,55,PT VASKA Wellness,Plant,HRBP,Finance,Product Dev,Technology,III,S2,Business,
EMP101157,Galih Iqbal Pradana,191007,61,PT Mandala Distribution Center,Distribution,Brand Executive,HR,Product Dev,HR & Corp Affairs,IV,D3,Economics,
EMP101158,Putri Saputra Sinaga,217650,56,PT VASKA Wellness,Store,Data Analyst,IT,Sales,HR & Corp Affairs,III,SMA,Economics,0.0
EMP101159,Vania Maulana,265389,111,PT Aurora Beauty Indonesia,Distribution,Finance Officer,Finance,Sales,Commercial,V,S2,Business,1.0
EMP101160,Oka Lestari Wijaya,825453,52,PT Lumo Cosmetics Asia,Store,Finance Officer,Marketing,Digital Marketing,HR & Corp Affairs,III,SMA,Design,0.0
EMP101161,Fajar Ramadhan,776343,1,PT VASKA Wellness,HQ,Finance Officer,HR,Operations,Technology,III,S2,Statistics,0.0
EMP101162,Hadi Lestari,362076,61,PT Aurora Beauty Indonesia,Plant,Finance Officer,R&D,Digital Marketing,Technology,IV,S1,Engineering,0.0
EMP101163,Maya Suharto,589918,32,PT Aurora Beauty Indonesia,HQ,Finance Officer,HR,Digital Marketing,Commercial,V,S1,Economics,0.0
EMP101164,Nabila Subekti,612413,89,PT VASKA Wellness,Store,Data Analyst,Operations,Product Dev,Commercial,V,S1,Statistics,0.0
EMP101165,Kartika Iqbal Gunawan,660208,21,PT Mandala Distribution Center,Store,Finance Officer,IT,Product Dev,Technology,III,S2,Economics,0.0
EMP101166,Utami Qolbi Halim,342257,71,PT Mandala Distribution Center,Plant,Finance Officer,Finance,Talent Management,Technology,III,SMA,Psychology,0.0
EMP101167,Rama Utami,659007,44,PT Mandala Distribution Center,HQ,Finance Officer,R&D,Sales,HR & Corp Affairs,IV,S2,Design,1.0
EMP101168,Oka Permadi,161330,24,PT Lumo Cosmetics Asia,Distribution,HRBP,HR,Product Dev,Technology,IV,S2,Psychology,0.0
EMP101169,Anisa Wijaya Maulana,320601,73,PT VASKA Wellness,HQ,Brand Executive,Finance,Talent Management,HR & Corp Affairs,III,S1,Engineering,
EMP101170,Dewi Jatmiko Indrawan,928249,19,PT VASKA Wellness,Store,Data Analyst,HR,Product Dev,Commercial,III,S2,Psychology,0.0
EMP101171,Maya Baskara Suharto,904432,74,PT Lumo Cosmetics Asia,HQ,HRBP,Operations,Sales,Technology,V,S1,Economics,0.0
EMP101172,Arif Purnama,991633,81,PT VASKA Wellness,Plant,Data Analyst,Marketing,Product Dev,Technology,III,SMA,Engineering,
EMP101173,Rizki Dharma Rahmawati,892411,58,PT Lumo Cosmetics Asia,HQ,Data Analyst,HR,Sales,Technology,IV,S1,Economics,
EMP101174,Yoga Saputra Mahendra,645748,53,PT VASKA Wellness,HQ,Sales Supervisor,Marketing,Product Dev,HR & Corp Affairs,IV,S2,Business,0.0
EMP101175,Anisa Yulianto,451140,56,PT VASKA Wellness,Store,Sales Supervisor,Finance,Talent Management,Commercial,IV,S2,Statistics,0.0
EMP101176,Dimas Tri Pratama,360330,75,PT Lumo Cosmetics Asia,Distribution,HRBP,Finance,Product Dev,HR & Corp Affairs,III,D3,Engineering,0.0
EMP101177,Mahendra Siregar,580158,82,PT VASKA Wellness,Distribution,Brand Executive,Marketing,Sales,Technology,IV,SMA,Business,0.0
EMP101178,Galih Rahmawati,911718,106,PT Mandala Distribution Center,Plant,Brand Executive,Operations,Product Dev,Technology,IV,S2,Statistics,0.0
EMP101179,Rani Jatmiko Indrawan,638523,76,PT Aurora Beauty Indonesia,Plant,Supply Planner,Operations,Sales,HR & Corp Affairs,V,D3,Statistics,0.0
EMP101180,Hana Suharto,368968,29,PT Mandala Distribution Center,HQ,Supply Planner,Marketing,Sales,Technology,III,SMA,Psychology,0.0
EMP101181,Putri Ananda,206791,34,PT VASKA Wellness,Distribution,Finance Officer,Finance,Talent Management,HR & Corp Affairs,V,D3,Design,0.0
EMP101182,Valdo Zulfikar Santoso,714731,11,PT Aurora Beauty Indonesia,Plant,Brand Executive,R&D,Operations,Commercial,IV,S2,Economics,0.0
EMP101183,Gita Adi Wibowo,628069,86,PT Lumo Cosmetics Asia,Distribution,Finance Officer,HR,Talent Management,HR & Corp Affairs,IV,S1,Statistics,0.0
EMP101184,Mahendra Dharma Yulianto,141920,62,PT Lumo Cosmetics Asia,Store,Data Analyst,HR,Sales,HR & Corp Affairs,IV,S2,Economics,0.0
EMP101185,Wahyu Utami,699212,23,PT Mandala Distribution Center,Plant,Finance Officer,Finance,Digital Marketing,Commercial,III,S2,Business,
EMP101186,Citra Halim Wijaya,233129,21,PT VASKA Wellness,Distribution,Brand Executive,HR,Sales,HR & Corp Affairs,IV,S2,Statistics,0.0
EMP101187,Prasetyo Ananda,473323,45,PT VASKA Wellness,Distribution,Data Analyst,Finance,Sales,HR & Corp Affairs,V,S2,Psychology,0.0
EMP101188,Julia Utami,707058,54,PT Lumo Cosmetics Asia,Distribution,HRBP,Marketing,Digital Marketing,Commercial,III,S1,Economics,0.0
EMP101189,Prasetyo Pradana,931299,46,PT Mandala Distribution Center,Store,Supply Planner,Finance,Digital Marketing,HR & Corp Affairs,IV,D3,Psychology,0.0
EMP101190,Kurnia Dharma Kurniawan,378022,9,PT Aurora Beauty Indonesia,HQ,Data Analyst,HR,Product Dev,HR & Corp Affairs,IV,S2,Psychology,0.0
EMP101191,Wulan Nugroho,371567,21,PT Lumo Cosmetics Asia,Plant,HRBP,HR,Operations,HR & Corp Affairs,V,S2,Statistics,0.0
EMP101192,Galih Aji Permadi,266196,46,PT VASKA Wellness,Distribution,Sales Supervisor,IT,Sales,Technology,IV,D3,Design,0.0
EMP101193,Dwi Utama Handayani,464141,55,PT Aurora Beauty Indonesia,Distribution,Finance Officer,Operations,Digital Marketing,Commercial,V,D3,Design,0.0
EMP101194,Prasetyo Candra Subekti,465002,37,PT Mandala Distribution Center,Plant,HRBP,HR,Operations,HR & Corp Affairs,V,D3,Statistics,0.0
EMP101195,Hana Aji Setiawan,299626,10,PT VASKA Wellness,Plant,Finance Officer,Marketing,Sales,HR & Corp Affairs,V,SMA,Statistics,0.0
EMP101196,Satya Firmansyah,985085,0,PT VASKA Wellness,Store,Finance Officer,HR,Operations,Technology,V,S1,Economics,
EMP101197,Cahyo Pamungkas,178707,55,PT Mandala Distribution Center,HQ,Data Analyst,Operations,Sales,Technology,IV,D3,Business,0.0
EMP101198,Nadia Pratomo,303735,39,PT Aurora Beauty Indonesia,Distribution,Supply Planner,HR,Sales,HR & Corp Affairs,III,S1,Psychology,0.0
EMP101199,Umar Rachman Hidayat,997320,26,PT Lumo Cosmetics Asia,Plant,Brand Executive,R&D,Operations,Commercial,III,S2,Psychology,0.0
EMP101200,Anisa Ridwan,810873,68,PT VASKA Wellness,HQ,Finance Officer,HR,Digital Marketing,Technology,V,SMA,Psychology,0.0
EMP101201,Valdo Sinaga,426674,43,PT Lumo Cosmetics Asia,HQ,Finance Officer,Operations,Product Dev,Commercial,III,S1,Engineering,0.0
EMP101202,Valdo Utami,940810,15,PT Mandala Distribution Center,HQ,Finance Officer,Marketing,Sales,Commercial,III,D3,Design,
EMP101203,Dwi Lestari,829065,84,PT Mandala Distribution Center,HQ,Sales Supervisor,IT,Talent Management,HR & Corp Affairs,V,D3,Economics,1.0
EMP101204,Kartika Nugroho,540300,96,PT VASKA Wellness,Distribution,Finance Officer,Marketing,Sales,HR & Corp Affairs,IV,S1,Psychology,0.0
EMP101205,Nurlita Qolbi Tamba,590638,27,PT Mandala Distribution Center,HQ,Finance Officer,Marketing,Digital Marketing,HR & Corp Affairs,IV,S1,Business,0.0
EMP101206,Utami Siregar,945451,58,PT Lumo Cosmetics Asia,Distribution,Data Analyst,Marketing,Sales,Commercial,IV,S1,Business,0.0
EMP101207,Adi Salsabila,241402,47,PT Aurora Beauty Indonesia,Plant,Finance Officer,Operations,Product Dev,HR & Corp Affairs,III,S1,Statistics,0.0
EMP101208,Dimas Siregar,713613,92,PT Aurora Beauty Indonesia,Distribution,Brand Executive,Operations,Talent Management,HR & Corp Affairs,III,D3,Psychology,0.0
EMP101209,Zaki Indrawan,555197,22,PT Lumo Cosmetics Asia,HQ,HRBP,HR,Product Dev,HR & Corp Affairs,III,SMA,Statistics,0.0
EMP101210,Luthfi Lestari Rahmawati,886056,72,PT Aurora Beauty Indonesia,Plant,Finance Officer,HR,Operations,Commercial,V,D3,Economics,0.0
EMP101211,Valdo Ananda,859454,92,PT Mandala Distribution Center,Distribution,Brand Executive,Finance,Operations,Technology,IV,S2,Psychology,0.0
EMP101212,Galih Suharto,238106,63,PT Aurora Beauty Indonesia,Distribution,Supply Planner,HR,Product Dev,Technology,IV,S2,Design,0.0
EMP101213,Bayu Erlangga Hidayat,292489,85,PT VASKA Wellness,Plant,Sales Supervisor,R&D,Talent Management,Technology,III,SMA,Economics,0.0
EMP101214,Intan Ridwan,682167,36,PT VASKA Wellness,Distribution,Sales Supervisor,R&D,Operations,Technology,V,S2,Psychology,
EMP101215,Ayu Kusuma,455669,58,PT Mandala Distribution Center,Store,Brand Executive,HR,Digital Marketing,HR & Corp Affairs,V,S2,Engineering,0.0
EMP101216,Galih Candra Ridwan,471701,32,PT Mandala Distribution Center,HQ,Supply Planner,HR,Talent Management,Commercial,III,S1,Business,0.0
EMP101217,Luthfi Lestari Kusuma,852720,59,PT VASKA Wellness,Plant,HRBP,R&D,Sales,Technology,IV,S2,Psychology,0.0
EMP101218,Dian Gunawan,834704,46,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,Finance,Digital Marketing,Technology,V,S1,Statistics,0.0
EMP101219,Dinda Lestari Setiawan,239907,62,PT VASKA Wellness,Store,Finance Officer,Finance,Product Dev,Technology,IV,D3,Psychology,0.0
EMP101220,Hadi Pramudita Saputra,908418,65,PT Aurora Beauty Indonesia,Plant,Data Analyst,HR,Digital Marketing,Commercial,IV,D3,Psychology,0.0
EMP101221,Bayu Adi Handayani,831482,40,PT Aurora Beauty Indonesia,HQ,Supply Planner,Operations,Talent Management,Technology,V,S2,Economics,0.0
EMP101222,Sari Rahmawati,668984,75,PT Mandala Distribution Center,Distribution,Sales Supervisor,IT,Product Dev,Technology,V,S1,Psychology,0.0
EMP101223,Dimas Situmorang,170570,22,PT Lumo Cosmetics Asia,Store,HRBP,Finance,Talent Management,Commercial,V,SMA,Design,0.0
EMP101224,Rizka Indrawan,866423,34,PT Lumo Cosmetics Asia,Plant,Sales Supervisor,HR,Operations,Technology,IV,D3,Engineering,0.0
EMP101225,Zahra Hidayat,150409,78,PT VASKA Wellness,Store,HRBP,Finance,Sales,Technology,IV,S2,Statistics,1.0
EMP101226,Yoga Erlangga Mahendra,405193,59,PT VASKA Wellness,Distribution,Brand Executive,R&D,Operations,Commercial,III,S2,Design,1.0
EMP101227,Fitri Dharma Ramadhan,947246,41,PT Aurora Beauty Indonesia,Distribution,Data Analyst,Operations,Product Dev,HR & Corp Affairs,V,S2,Economics,0.0
EMP101228,Satya Qolbi Anggara,119101,89,PT Lumo Cosmetics Asia,Plant,HRBP,R&D,Digital Marketing,Technology,V,S2,Design,0.0
EMP101229,Ayu Putra,475294,61,PT Aurora Beauty Indonesia,Plant,HRBP,R&D,Talent Management,Technology,III,S1,Design,0.0
EMP101230,Luthfi Handayani,646313,26,PT Mandala Distribution Center,Store,Supply Planner,HR,Product Dev,Technology,III,D3,Economics,0.0
EMP101231,Sari Tri Wibowo,249750,66,PT Mandala Distribution Center,Plant,Supply Planner,HR,Digital Marketing,Commercial,IV,D3,Business,0.0
EMP101232,Adi Rohman,260055,40,PT Aurora Beauty Indonesia,HQ,HRBP,R&D,Digital Marketing,Technology,III,D3,Economics,0.0
EMP101233,Kurnia Tri Pratomo,845798,56,PT Lumo Cosmetics Asia,Store,Brand Executive,Marketing,Sales,HR & Corp Affairs,IV,S2,Psychology,0.0
EMP101234,Luthfi Ananda,818082,66,PT VASKA Wellness,HQ,Finance Officer,IT,Operations,Technology,IV,S2,Economics,1.0
EMP101235,Cahyo Ganesha Situmorang,932366,15,PT VASKA Wellness,Store,Supply Planner,Marketing,Operations,HR & Corp Affairs,III,S1,Economics,
EMP101236,Novi Baskara Fauziah,722158,16,PT Mandala Distribution Center,Plant,Data Analyst,Operations,Sales,Technology,V,S2,Statistics,0.0
EMP101237,Zahra Ridwan,301932,61,PT VASKA Wellness,Distribution,Supply Planner,R&D,Sales,Technology,IV,S2,Engineering,1.0
EMP101238,Rani Yulianto,157183,0,PT Aurora Beauty Indonesia,Distribution,Brand Executive,Marketing,Operations,Commercial,IV,SMA,Design,0.0
EMP101239,Bella Qolbi Simanjuntak,449746,37,PT Mandala Distribution Center,Store,HRBP,IT,Digital Marketing,HR & Corp Affairs,V,S1,Business,0.0
EMP101240,Rifqi Nabila Nugroho,739286,26,PT Aurora Beauty Indonesia,HQ,HRBP,IT,Product Dev,HR & Corp Affairs,III,S1,Economics,
EMP101241,Mahendra Wijaya,604327,48,PT VASKA Wellness,Distribution,Sales Supervisor,IT,Sales,Commercial,V,SMA,Business,0.0
EMP101242,Sari Saputra Tamba,342822,92,PT VASKA Wellness,Store,Supply Planner,IT,Talent Management,HR & Corp Affairs,V,S1,Engineering,0.0
EMP101243,Nugroho Setiawan,443039,54,PT Lumo Cosmetics Asia,Store,Data Analyst,Marketing,Operations,Commercial,IV,D3,Economics,0.0
EMP101244,Evi Indrawan,615430,29,PT Mandala Distribution Center,Distribution,Sales Supervisor,HR,Operations,Commercial,IV,S1,Psychology,
EMP101245,Fitri Salsabila,106535,89,PT Mandala Distribution Center,Distribution,HRBP,Finance,Digital Marketing,Commercial,III,S1,Engineering,0.0
EMP101246,Joko Pradana,838477,67,PT VASKA Wellness,HQ,Brand Executive,R&D,Product Dev,HR & Corp Affairs,III,D3,Design,0.0
EMP101247,Iman Syahputra,235296,35,PT Mandala Distribution Center,Plant,Finance Officer,R&D,Talent Management,HR & Corp Affairs,IV,S2,Economics,0.0
EMP101248,Cahyo Lestari,215777,85,PT Lumo Cosmetics Asia,HQ,Finance Officer,IT,Digital Marketing,Commercial,III,SMA,Economics,1.0
EMP101249,Nurlita Erlangga Maulida,961789,49,PT Lumo Cosmetics Asia,Store,Data Analyst,IT,Operations,HR & Corp Affairs,V,S2,Design,0.0
EMP101250,Iman Wijaya,557794,69,PT Mandala Distribution Center,Store,Data Analyst,IT,Operations,HR & Corp Affairs,III,D3,Economics,1.0
EMP101251,Adit Pratama,830554,16,PT VASKA Wellness,Plant,Data Analyst,HR,Digital Marketing,HR & Corp Affairs,V,S2,Economics,0.0
EMP101252,Vania Ginting,908459,47,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,IT,Talent Management,Commercial,V,S2,Engineering,
EMP101253,Maya Baskara Ananda,683070,28,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,R&D,Product Dev,HR & Corp Affairs,V,S2,Psychology,0.0
EMP101254,Luthfi Qolbi Sinaga,575107,57,PT Aurora Beauty Indonesia,HQ,Brand Executive,IT,Product Dev,HR & Corp Affairs,IV,SMA,Business,0.0
EMP101255,Gita Handayani,117348,24,PT Aurora Beauty Indonesia,Distribution,Finance Officer,Marketing,Sales,Commercial,IV,D3,Statistics,0.0
EMP101256,Ayu Pratama,824113,47,PT Aurora Beauty Indonesia,Store,Supply Planner,Marketing,Talent Management,Commercial,III,D3,Statistics,1.0
EMP101257,Rifqi Erlangga Pradana,681974,62,PT Mandala Distribution Center,HQ,Finance Officer,Operations,Digital Marketing,HR & Corp Affairs,III,S2,Psychology,0.0
EMP101258,Cahyo Utami,359334,48,PT Aurora Beauty Indonesia,Distribution,Finance Officer,R&D,Sales,Technology,IV,D3,Design,0.0
EMP101259,Rafa Qolbi Indrawan,499021,29,PT Lumo Cosmetics Asia,Distribution,Data Analyst,Finance,Sales,Technology,V,SMA,Business,0.0
EMP101260,Satya Lestari,301230,78,PT VASKA Wellness,HQ,Finance Officer,Marketing,Product Dev,Commercial,V,S2,Psychology,0.0
EMP101261,Bayu Rachman Pratomo,156534,3,PT VASKA Wellness,Store,Data Analyst,IT,Product Dev,Commercial,IV,D3,Engineering,
EMP101262,Ari Baskara Yulianto,535735,39,PT Mandala Distribution Center,Plant,Supply Planner,Marketing,Operations,HR & Corp Affairs,III,SMA,Economics,0.0
EMP101263,Intan Purnama,441536,20,PT Mandala Distribution Center,Plant,Sales Supervisor,Marketing,Sales,Technology,IV,S1,Engineering,0.0
EMP101264,Luthfi Pramudita Simanjuntak,956623,52,PT Lumo Cosmetics Asia,HQ,Data Analyst,R&D,Sales,Technology,IV,D3,Psychology,0.0
EMP101265,Umar Utami,321163,58,PT Aurora Beauty Indonesia,Store,Supply Planner,Operations,Digital Marketing,Technology,IV,S1,Psychology,0.0
EMP101266,Joko Zulfikar Ginting,358678,58,PT VASKA Wellness,Plant,Sales Supervisor,Finance,Sales,HR & Corp Affairs,V,SMA,Engineering,0.0
EMP101267,Rani Herlambang,329243,101,PT Aurora Beauty Indonesia,Store,Brand Executive,IT,Sales,HR & Corp Affairs,III,S2,Statistics,1.0
EMP101268,Rani Lestari,946433,96,PT Aurora Beauty Indonesia,Plant,HRBP,Marketing,Operations,HR & Corp Affairs,V,D3,Design,0.0
EMP101269,Rizky Jatmiko Herlambang,566312,61,PT VASKA Wellness,Distribution,Data Analyst,R&D,Talent Management,HR & Corp Affairs,III,S2,Engineering,0.0
EMP101270,Novi Permadi,976457,18,PT Mandala Distribution Center,Store,Sales Supervisor,IT,Sales,Commercial,V,D3,Design,0.0
EMP101271,Nabila Adi Ananda,377278,32,PT Mandala Distribution Center,Plant,Sales Supervisor,R&D,Product Dev,HR & Corp Affairs,IV,S1,Economics,0.0
EMP101272,Utami Baskara Lukman,530143,27,PT VASKA Wellness,HQ,Supply Planner,Finance,Operations,HR & Corp Affairs,V,S2,Statistics,0.0
EMP101273,Bella Fadillah Fauziah,835166,53,PT Aurora Beauty Indonesia,Store,Supply Planner,Finance,Digital Marketing,HR & Corp Affairs,IV,S2,Business,0.0
EMP101274,Maya Nabila Ridwan,630167,49,PT VASKA Wellness,Store,Supply Planner,HR,Digital Marketing,HR & Corp Affairs,IV,SMA,Economics,0.0
EMP101275,Wulan Mahardika Salsabila,849030,134,PT Aurora Beauty Indonesia,Store,Supply Planner,HR,Product Dev,HR & Corp Affairs,IV,SMA,Engineering,0.0
EMP101276,Dinda Saputra,524832,68,PT Mandala Distribution Center,Plant,Brand Executive,Operations,Talent Management,Technology,IV,S2,Business,0.0
EMP101277,Utami Fauziah,460992,88,PT VASKA Wellness,Distribution,Finance Officer,Marketing,Product Dev,Commercial,V,S1,Engineering,0.0
EMP101278,Bella Maulana,727558,46,PT Lumo Cosmetics Asia,Distribution,Data Analyst,IT,Sales,HR & Corp Affairs,V,SMA,Statistics,
EMP101279,Fajar Utami,842362,31,PT VASKA Wellness,Plant,Finance Officer,Marketing,Operations,Commercial,III,SMA,Economics,0.0
EMP101280,Arif Saputra Handayani,468388,92,PT Lumo Cosmetics Asia,Distribution,HRBP,HR,Product Dev,Commercial,IV,SMA,Statistics,0.0
EMP101281,Wahyu Ramadhan,580883,67,PT Mandala Distribution Center,Distribution,Finance Officer,HR,Operations,Technology,III,S2,Design,0.0
EMP101282,Bella Lestari Herlambang,933404,36,PT Aurora Beauty Indonesia,HQ,Data Analyst,Marketing,Sales,HR & Corp Affairs,IV,S1,Statistics,0.0
EMP101283,Ayu Yulianto,268552,60,PT Aurora Beauty Indonesia,Distribution,Supply Planner,R&D,Operations,HR & Corp Affairs,IV,S2,Business,
EMP101284,Nadia Mahardika Purnama,225814,30,PT Aurora Beauty Indonesia,Plant,HRBP,HR,Sales,Technology,III,S1,Business,
EMP101285,Prasetyo Yudhistira Lukman,420138,38,PT Lumo Cosmetics Asia,Plant,HRBP,Operations,Operations,Commercial,III,S1,Statistics,0.0
EMP101286,Zaki Adi Permadi,180926,65,PT Aurora Beauty Indonesia,Plant,Data Analyst,IT,Talent Management,Technology,V,S1,Engineering,1.0
EMP101287,Fajar Putra,300941,75,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,HR,Digital Marketing,HR & Corp Affairs,IV,S1,Economics,0.0
EMP101288,Kurnia Zulfikar Maulida,853834,76,PT Lumo Cosmetics Asia,Store,Brand Executive,R&D,Digital Marketing,Technology,III,S2,Engineering,0.0
EMP101289,Evi Ramadhan,663104,21,PT VASKA Wellness,Distribution,Finance Officer,Finance,Sales,Technology,III,S1,Psychology,0.0
EMP101290,Dinda Maulana,683580,64,PT Aurora Beauty Indonesia,Plant,HRBP,IT,Operations,Commercial,III,D3,Engineering,0.0
EMP101291,Prasetyo Dharma Utami,463319,25,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,IT,Talent Management,Technology,IV,D3,Design,0.0
EMP101292,Maya Permadi,921172,58,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,Marketing,Digital Marketing,HR & Corp Affairs,IV,S2,Business,0.0
EMP101293,Citra Suharto,294810,93,PT Mandala Distribution Center,Store,Finance Officer,Finance,Sales,Technology,III,S1,Statistics,1.0
EMP101294,Nugroho Rahmawati,651257,23,PT Lumo Cosmetics Asia,HQ,Supply Planner,HR,Digital Marketing,Technology,V,S1,Economics,
EMP101295,Hana Dharma Handayani,141920,37,PT Lumo Cosmetics Asia,Plant,HRBP,IT,Operations,Technology,III,SMA,Economics,0.0
EMP101296,Umar Tamba,890903,30,PT VASKA Wellness,Plant,Brand Executive,IT,Operations,Commercial,V,D3,Economics,0.0
EMP101297,Teguh Siregar,433966,52,PT Aurora Beauty Indonesia,Store,Supply Planner,Operations,Operations,HR & Corp Affairs,V,D3,Psychology,0.0
EMP101298,Nurlita Halim,592419,43,PT Lumo Cosmetics Asia,Distribution,Data Analyst,R&D,Talent Management,HR & Corp Affairs,III,S1,Engineering,0.0
EMP101299,Vania Candra Nugroho,375019,55,PT Lumo Cosmetics Asia,HQ,Brand Executive,IT,Product Dev,Commercial,IV,S2,Design,0.0
EMP101300,Eko Kurniawan,163063,12,PT Mandala Distribution Center,HQ,Supply Planner,R&D,Product Dev,Technology,III,D3,Design,0.0
EMP101301,Fajar Erlangga Maulana,208192,9,PT VASKA Wellness,Distribution,Supply Planner,R&D,Product Dev,HR & Corp Affairs,III,S1,Design,
EMP101302,Hana Anugrah Subekti,680688,21,PT Lumo Cosmetics Asia,Plant,Sales Supervisor,R&D,Sales,Technology,IV,S2,Psychology,
EMP101303,Kurnia Hartanto,257146,57,PT VASKA Wellness,Distribution,Supply Planner,R&D,Digital Marketing,Commercial,IV,SMA,Business,0.0
